SNo,Date,Price,Open,High,Low,Vol.,Change %
1305,10/5/2019,176.43,175.65,176.63,172.39,7300000,0.44
1306,10/6/2019,170.55,176.44,176.87,168.74,7970000,-3.33
1307,10/7/2019,179.87,170.52,182.03,169.13,10950000,5.46
1308,10/8/2019,180.78,179.81,184.57,177.74,10260000,0.51
1309,10/9/2019,192.64,180.74,195.08,179.39,12430000,6.56
1310,10/10/2019,191.1,192.65,194.08,187.33,10420000,-0.8
1311,10/11/2019,180.6,191.11,195.87,179.76,13310000,-5.49
1312,10/12/2019,179.87,180.6,184.49,178.78,9850000,-0.4
1313,10/13/2019,181.11,179.86,184.42,178.89,8220000,0.69
1314,10/14/2019,186.63,181.07,186.99,180.65,9910000,3.05
1315,10/15/2019,180.59,186.64,187.67,178.26,11450000,-3.23
1316,10/16/2019,174.53,180.57,181.08,172.49,12280000,-3.36
1317,10/17/2019,177.31,174.52,178.33,172.12,9450000,1.59
1318,10/18/2019,172.81,177.31,177.47,169.28,11270000,-2.54
1319,10/19/2019,171.91,172.79,174.81,170.38,9890000,-0.52
1320,10/20/2019,175.14,171.93,176.17,169.56,10100000,1.88
1321,10/21/2019,174.18,175.14,177.67,171.91,9240000,-0.55
1322,10/22/2019,171.42,174.17,175.08,170.82,9860000,-1.58
1323,10/23/2019,162.28,171.44,171.61,154.42,16000000,-5.34
1324,10/24/2019,160.73,162.26,163.68,159.4,11360000,-0.95
1325,10/25/2019,181.49,160.73,186.24,160.41,16190000,12.92
1326,10/26/2019,179.62,181.5,192.54,174.35,19630000,-1.03
1327,10/27/2019,184.05,179.61,188.33,176.47,14540000,2.46
1328,10/28/2019,181.67,184.06,188.91,180.7,12750000,-1.29
1329,10/29/2019,190.45,181.67,192.28,181.67,14030000,4.83
1330,10/30/2019,183.25,190.44,191.58,180.58,13670000,-3.78
1331,10/31/2019,182.37,183.25,185.21,178.24,12940000,-0.48
1332,11/1/2019,183.12,182.38,184.28,178.69,10780000,0.41
1333,11/2/2019,183.01,183.12,185.18,181.94,8710000,-0.06
1334,11/3/2019,181.7,183.01,184.51,179.46,10410000,-0.72
1335,11/4/2019,185.85,181.72,188.27,180.69,11890000,2.29
1336,11/5/2019,188.67,185.86,191.45,183.12,11780000,1.51
1337,11/6/2019,191.28,188.66,194.11,188.13,11720000,1.38
1338,11/7/2019,186.94,191.28,192.27,185.48,11490000,-2.27
1339,11/8/2019,184.03,186.95,188.35,181.83,11710000,-1.56
1340,11/9/2019,184.96,184.02,185.73,182.86,8310000,0.5
1341,11/10/2019,188.99,184.96,191.28,183.55,10950000,2.18
1342,11/11/2019,185.09,188.98,190.17,184.32,10260000,-2.06
1343,11/12/2019,186.99,185.09,187.44,183.24,9350000,1.03
1344,11/13/2019,188.36,187,189.45,185.7,7770000,0.73
1345,11/14/2019,185.25,188.36,188.91,183.96,9570000,-1.65
1346,11/15/2019,180.19,185.24,186.1,178.29,11860000,-2.73
1347,11/16/2019,182.42,180.19,183.46,179.53,7620000,1.24
1348,11/17/2019,184.18,182.39,185.97,180.49,8570000,0.97
1349,11/18/2019,178.5,184.19,184.33,176.08,9570000,-3.09
1350,11/19/2019,176.09,178.49,178.7,173.48,9110000,-1.35
1351,11/20/2019,174.96,176.09,177.42,173.99,8390000,-0.64
1352,11/21/2019,161.46,174.96,175.91,158.55,13360000,-7.71
1353,11/22/2019,149.8,161.46,163.06,139.13,21120000,-7.22
1354,11/23/2019,152.46,149.79,154.25,146.6,11840000,1.77
1355,11/24/2019,140.66,152.46,153.24,139.79,11390000,-7.74
1356,11/25/2019,145.9,140.58,151.26,131.78,17980000,3.72
1357,11/26/2019,147.61,145.88,149.81,144.04,10840000,1.17
1358,11/27/2019,152.7,147.6,155.43,141.91,13340000,3.44
1359,11/28/2019,151.07,152.71,154.68,149.71,9660000,-1.07
1360,11/29/2019,154.55,151.07,157.27,150.64,10490000,2.3
1361,11/30/2019,151.95,154.57,155.19,150.45,8790000,-1.68
1362,12/1/2019,151.04,151.93,152.33,146.26,9910000,-0.6
1363,12/2/2019,148.89,151.06,151.63,147.49,9180000,-1.43
1364,12/3/2019,147.82,148.89,149.84,146.56,8730000,-0.72
1365,12/4/2019,145.79,147.81,151.02,143.95,12850000,-1.37
1366,12/5/2019,148.69,145.79,149.08,144.64,9990000,1.99
1367,12/6/2019,148.89,148.7,149.36,147.01,8770000,0.13
1368,12/7/2019,148.28,148.88,149.76,147.54,8110000,-0.41
1369,12/8/2019,151.17,148.25,152.22,147.09,9280000,1.95
1370,12/9/2019,147.88,151.17,151.75,147.02,9670000,-2.18
1371,12/10/2019,145.86,147.88,148.48,144.49,11120000,-1.37
1372,12/11/2019,143.51,145.88,146.57,142.53,10930000,-1.61
1373,12/12/2019,145.03,143.51,145.82,140,12230000,1.06
1374,12/13/2019,144.96,145.04,145.43,143.51,10950000,-0.05
1375,12/14/2019,142.03,144.95,145.17,141.4,11150000,-2.02
1376,12/15/2019,142.53,142.03,143.87,140.3,11310000,0.35
1377,12/16/2019,132.78,142.55,142.75,131,17600000,-6.84
1378,12/17/2019,122.06,132.78,132.96,120.63,17040000,-8.07
1379,12/18/2019,132.92,122.06,133.93,117.14,20230000,8.89
1380,12/19/2019,128.42,132.93,133.9,126.12,14220000,-3.39
1381,12/20/2019,128.7,128.42,129.66,126.31,12290000,0.22
1382,12/21/2019,127.61,128.69,128.79,126.85,9640000,-0.85
1383,12/22/2019,132.19,127.61,133.04,127.09,13670000,3.59
1384,12/23/2019,128.08,132.2,134.92,126.55,14730000,-3.11
1385,12/24/2019,128.05,128.07,129.77,127.07,11440000,-0.02
1386,12/25/2019,125.24,128.05,128.17,124.18,13230000,-2.2
1387,12/26/2019,125.93,125.24,132.12,124.53,15550000,0.55
1388,12/27/2019,126.41,125.92,127.04,123.18,12250000,0.38
1389,12/28/2019,128.35,126.4,129.73,125.98,12130000,1.54
1390,12/29/2019,134.4,128.35,137.74,127.67,15690000,4.71
1391,12/30/2019,131.83,134.4,136.16,130.91,12470000,-1.91
1392,12/31/2019,129.21,131.87,133.53,128.27,12890000,-1.99
1393,1/1/2020,130.75,129.21,132.97,128.81,10350000,1.19
1394,1/2/2020,127.19,130.75,130.77,126.74,11450000,-2.72
1395,1/3/2020,134.27,127.19,134.86,126.05,15670000,5.56
1396,1/4/2020,134.33,134.3,135.57,132.76,11160000,0.04
1397,1/5/2020,135.59,134.32,138.33,134.32,12190000,0.94
1398,1/6/2020,144.08,135.59,144.27,135.17,14360000,6.26
1399,1/7/2020,143.04,144.09,145.13,139.22,13580000,-0.73
1400,1/8/2020,140.81,143.01,147.55,137.61,13710000,-1.56
1401,1/9/2020,137.92,140.8,141.6,135.85,11380000,-2.05
1402,1/10/2020,144.81,137.93,144.86,135.69,13370000,4.99
1403,1/11/2020,142.67,144.81,147.68,142.23,12460000,-1.48
1404,1/12/2020,146.46,142.65,146.46,142,10010000,2.66
1405,1/13/2020,143.6,146.5,146.87,142.64,10260000,-1.95
1406,1/14/2020,166.07,143.59,169.73,143.59,22850000,15.65
1407,1/15/2020,166.45,166.07,166.45,159.74,16660000,0.23
1408,1/16/2020,164.36,166.44,167.18,159.08,16240000,-1.26
1409,1/17/2020,170.22,164.39,173.96,162.33,18570000,3.57
1410,1/18/2020,174.19,170.18,179.29,165.34,17420000,2.33
1411,1/19/2020,166.92,174.17,177.77,162.04,15840000,-4.17
1412,1/20/2020,166.87,166.92,169.24,161.61,11300000,-0.03
1413,1/21/2020,169.41,166.87,169.79,165.53,11520000,1.52
1414,1/22/2020,168.13,169.41,171.27,166.19,11300000,-0.76
1415,1/23/2020,162.8,168.15,168.25,159.78,14860000,-3.17
1416,1/24/2020,162.55,162.8,164.27,155.65,14880000,-0.15
1417,1/25/2020,160.44,162.56,162.72,157.87,9630000,-1.29
1418,1/26/2020,167.9,160.4,168,159.55,9820000,4.65
1419,1/27/2020,170.27,167.91,171.97,165.45,12540000,1.41
1420,1/28/2020,175.74,170.27,176.06,170.27,12630000,3.21
1421,1/29/2020,173.86,175.78,178.41,173.76,11270000,-1.07
1422,1/30/2020,184.59,173.86,186.76,171.2,13020000,6.17
1423,1/31/2020,179.91,184.6,185.67,175.46,11770000,-2.54
1424,2/1/2020,183.64,179.88,184.17,179.36,13240000,2.08
1425,2/2/2020,188.5,183.58,193.25,179.49,14540000,2.65
1426,2/3/2020,189.79,188.48,194.92,187.16,11950000,0.69
1427,2/4/2020,188.93,189.8,191.48,188.93,11560000,-0.45
1428,2/5/2020,203.83,188.94,207.51,188.26,14670000,7.89
1429,2/6/2020,213.16,203.84,216.14,201.29,16440000,4.58
1430,2/7/2020,223.51,213.15,224.53,213.14,16730000,4.86
1431,2/8/2020,223.23,223.47,227.55,213.75,15980000,-0.13
1432,2/9/2020,228.59,223.23,230.38,223.07,14280000,2.4
1433,2/10/2020,222.95,228.61,229.28,217.02,16500000,-2.47
1434,2/11/2020,236.76,222.94,238.61,218.22,17390000,6.19
1435,2/12/2020,265.58,236.75,274.89,236.73,23790000,12.18
1436,2/13/2020,268.75,265.59,277.39,257.09,25050000,1.19
1437,2/14/2020,285.25,268.71,286.34,260.78,19990000,6.14
1438,2/15/2020,264.87,285.17,287.93,262.45,22260000,-7.15
1439,2/16/2020,259.99,264.87,273.81,237.89,24820000,-1.84
1440,2/17/2020,267.63,259.92,268.45,242.11,25610000,2.94
1441,2/18/2020,282.26,267.71,285.59,259.3,24150000,5.46
1442,2/19/2020,259.12,282.33,285.75,253.88,20760000,-8.2
1443,2/20/2020,257.39,259.07,264.22,246.46,22070000,-0.67
1444,2/21/2020,265.11,257.32,267.8,254.15,17460000,3
1445,2/22/2020,261.64,265.14,266.71,256.97,13400000,-1.31
1446,2/23/2020,274.72,261.65,275.3,261.24,16040000,5
1447,2/24/2020,265.65,274.72,276.81,258.15,19960000,-3.3
1448,2/25/2020,246.96,265.63,266.17,245.75,20310000,-7.04
1449,2/26/2020,224.3,246.97,250.05,216.39,29550000,-9.18
1450,2/27/2020,227.53,224.3,238.07,210.36,28830000,1.44
1451,2/28/2020,226.93,227.6,234.55,214.47,24110000,-0.26
1452,2/29/2020,217.52,226.94,232.87,217.43,16340000,-4.15
1453,3/1/2020,217.99,217.51,227.44,213,17170000,0.21
1454,3/2/2020,231.87,217.96,234.24,216.23,18120000,6.37
1455,3/3/2020,223.94,231.9,232.37,220.34,18480000,-3.42
1456,3/4/2020,224.38,223.94,228.66,220.74,14650000,0.2
1457,3/5/2020,228.45,224.36,233.96,224.34,17820000,1.81
1458,3/6/2020,244.9,228.46,244.98,227.71,17740000,7.2
1459,3/7/2020,237.32,244.87,251.55,236.87,16900000,-3.1
1460,3/8/2020,199.16,237.3,237.3,196.71,24760000,-16.08
1461,3/9/2020,202.85,199.21,208.23,190.73,30270000,1.85
1462,3/10/2020,200.56,202.88,205.62,196.17,21870000,-1.13
1463,3/11/2020,194.58,200.61,202.96,182.15,21260000,-2.98
1464,3/12/2020,107.9,194.57,195.4,102.83,53510000,-44.55
1465,3/13/2020,133.99,107.87,138.86,88.5,60700000,24.18
1466,3/14/2020,122.69,134.02,134.58,121.27,26830000,-8.43
1467,3/15/2020,124.35,122.67,132.13,120.93,26240000,1.35
1468,3/16/2020,111.02,124.35,124.38,102.44,40250000,-10.72
1469,3/17/2020,116.06,111.06,120.6,109.67,27090000,4.54
1470,3/18/2020,117.77,115.95,117.91,110.16,25800000,1.47
1471,3/19/2020,135.43,117.76,141.05,115.59,33780000,15
1472,3/20/2020,133.32,135.43,151.85,118.07,38740000,-1.56
1473,3/21/2020,132.58,133.32,137.33,126.01,27000000,-0.56
1474,3/22/2020,122.41,132.59,136.86,121.37,25250000,-7.67
1475,3/23/2020,136.02,122.46,136.93,120.2,28620000,11.12
1476,3/24/2020,138.62,136,142.9,132.67,27100000,1.91
1477,3/25/2020,136.07,138.59,141.88,133.06,24150000,-1.84
1478,3/26/2020,138.38,136.08,139.22,133.69,17710000,1.7
1479,3/27/2020,131.74,138.38,140.99,131.09,18180000,-4.8
1480,3/28/2020,131.03,131.74,132.68,125.48,21030000,-0.54
1481,3/29/2020,125.24,131.02,131.74,124.84,16330000,-4.42
1482,3/30/2020,132.15,125.24,134.72,125.02,20710000,5.52
1483,3/31/2020,132.86,132.15,135.14,130.54,17300000,0.54
1484,4/1/2020,135.66,132.88,136.56,128.93,19450000,2.1
1485,4/2/2020,141.3,135.65,148.91,135.26,29420000,4.16
1486,4/3/2020,141.14,141.29,146.46,138.01,23340000,-0.11
1487,4/4/2020,144.01,141.13,145.71,139.36,19750000,2.03
1488,4/5/2020,142.58,144.03,145.26,140.84,18170000,-0.99
1489,4/6/2020,171.06,142.58,171.24,142.55,37890000,19.97
1490,4/7/2020,164.71,171.07,175.78,162.75,35790000,-3.71
1491,4/8/2020,173,164.71,174.23,163.73,24310000,5.03
1492,4/9/2020,169.68,173.01,173.2,165.91,20660000,-1.92
1493,4/10/2020,157.86,169.67,170.1,152.52,28350000,-6.97
1494,4/11/2020,158.18,157.85,161.37,154.01,19070000,0.2
1495,4/12/2020,158.73,158.18,164.75,155.17,22600000,0.35
1496,4/13/2020,156.38,158.76,158.85,150.6,25300000,-1.48
1497,4/14/2020,158.45,156.36,161.57,155.52,21200000,1.33
1498,4/15/2020,152.9,158.43,161.06,152.44,20700000,-3.5
1499,4/16/2020,172.31,152.9,174.28,148.91,32990000,12.69
1500,4/17/2020,170.63,172.32,174.52,168.55,20050000,-0.97
1501,4/18/2020,187.45,170.63,189.22,170.61,24750000,9.85
1502,4/19/2020,180.13,187.47,188.23,177.24,23270000,-3.9
1503,4/20/2020,170.4,180.12,186.24,167.51,33680000,-5.4
1504,4/21/2020,170.79,170.37,174.48,168.31,23630000,0.23
1505,4/22/2020,182.72,170.79,183.71,169.93,23810000,6.99
1506,4/23/2020,185.46,182.72,192.4,178.54,28730000,1.5
1507,4/24/2020,187.58,185.48,189.33,185.19,19840000,1.14
1508,4/25/2020,194.01,187.57,197.35,186.03,21870000,3.43
1509,4/26/2020,197.35,194.01,199.3,192.52,23130000,1.72
1510,4/27/2020,196.14,197.35,198.8,190.87,23330000,-0.61
1511,4/28/2020,196.55,196.13,197.51,192.47,21810000,0.21
1512,4/29/2020,215.4,196.55,218.32,196.45,32870000,9.59
1513,4/30/2020,206.22,215.42,227.05,202.59,35460000,-4.26
1514,5/1/2020,212,206.23,216.99,206.06,23080000,2.8
1515,5/2/2020,213.96,212,215.15,210.51,18310000,0.92
1516,5/3/2020,209.83,213.96,218.74,205.5,23120000,-1.93
1517,5/4/2020,206.61,209.85,210.63,195.25,27210000,-1.53
1518,5/5/2020,205.36,206.59,211.33,201.75,21050000,-0.61
1519,5/6/2020,199.04,205.36,210.62,198.79,24030000,-3.08
1520,5/7/2020,212,199.05,214,197.36,26710000,6.51
1521,5/8/2020,211.45,212,216.44,207.25,23080000,-0.26
1522,5/9/2020,210.22,211.47,214.5,208.83,20900000,-0.58
1523,5/10/2020,187.78,210.19,210.19,180.7,35980000,-10.68
1524,5/11/2020,185.96,187.77,193.26,177.43,26740000,-0.97
1525,5/12/2020,189.84,185.82,192.04,185.68,15580000,2.09
1526,5/13/2020,199.58,189.82,200.82,188.59,17470000,5.13
1527,5/14/2020,203.3,199.58,205.82,196.21,20750000,1.86
1528,5/15/2020,194.85,203.29,204.02,192.61,16620000,-4.15
1529,5/16/2020,200.51,194.85,203.12,193.48,15520000,2.91
1530,5/17/2020,207,200.51,209.79,199.77,15780000,3.23
1531,5/18/2020,214.87,207,217,207,17730000,3.8
1532,5/19/2020,214.51,214.88,215.75,209.79,13960000,-0.17
1533,5/20/2020,209.99,214.52,215.28,207.03,12190000,-2.11
1534,5/21/2020,198.75,210,211.58,192.11,14360000,-5.35
1535,5/22/2020,207.35,198.75,209.04,196.68,12130000,4.33
1536,5/23/2020,206.62,207.35,211.03,204.97,9910000,-0.35
1537,5/24/2020,199.97,206.65,210.4,199.97,11890000,-3.22
1538,5/25/2020,204.13,199.99,205.52,198.57,10630000,2.08
1539,5/26/2020,201,204.13,204.9,197.3,10440000,-1.53
1540,5/27/2020,208.18,200.99,208.18,200.85,10280000,3.57
1541,5/28/2020,220.18,208.2,220.33,204.79,12510000,5.77
1542,5/29/2020,220.66,220.14,224.52,217.84,12360000,0.21
1543,5/30/2020,243.63,220.66,246.55,218.86,14340000,10.41
1544,5/31/2020,231.81,243.63,245.33,230.31,12430000,-4.85
1545,6/1/2020,247.97,231.8,249.81,230.85,11970000,6.97
1546,6/2/2020,237.94,248.01,253.21,227.95,12690000,-4.05
1547,6/3/2020,244.52,237.9,244.76,233.84,8150000,2.77
1548,6/4/2020,243.37,244.53,246.41,236.68,8750000,-0.47
1549,6/5/2020,240.23,243.37,247.5,239.7,7750000,-1.29
1550,6/6/2020,242,240.27,244.43,238.38,6620000,0.73
1551,6/7/2020,244.56,242,244.94,235.44,8100000,1.06
1552,6/8/2020,246.18,244.56,247.11,241.3,6550000,0.66
1553,6/9/2020,243.82,246.19,249.45,240.18,6860000,-0.96
1554,6/10/2020,247.78,243.82,249.51,242.54,7630000,1.62
1555,6/11/2020,230.71,247.79,249.77,227.01,12400000,-6.89
1556,6/12/2020,237.54,230.72,239.23,228.62,7340000,2.96
1557,6/13/2020,238.22,237.55,238.61,234.86,5270000,0.29
1558,6/14/2020,232.02,238.23,238.48,230.52,5780000,-2.6
1559,6/15/2020,230.93,231.99,233.34,219.06,10180000,-0.47
1560,6/16/2020,235.36,230.92,235.95,228.99,7030000,1.92
1561,6/17/2020,233.88,235.37,236.55,228.63,5940000,-0.63
1562,6/18/2020,231.34,233.85,234.69,228.13,4960000,-1.09
1563,6/19/2020,229.11,231.34,231.94,226.97,5560000,-0.97
1564,6/20/2020,228.86,229.11,230.96,226.28,4540000,-0.11
1565,6/21/2020,228.13,228.87,231.18,227.38,4100000,-0.32
1566,6/22/2020,243.25,228.11,246.39,227.69,7930000,6.63
1567,6/23/2020,243.2,243.24,244.77,240.94,5160000,-0.02
1568,6/24/2020,234.75,243.2,249.23,231.56,9130000,-3.47
1569,6/25/2020,232.56,234.75,235.29,227.99,6480000,-0.93
1570,6/26/2020,229.67,232.57,233.5,228.16,6960000,-1.24
1571,6/27/2020,221.06,229.72,231.3,217.11,7210000,-3.75
1572,6/28/2020,225.09,221.07,227.74,218.46,5910000,1.82
1573,6/29/2020,227.87,225.09,229.83,221.6,6800000,1.24
1574,6/30/2020,225.63,227.88,228.57,223.23,5600000,-0.99
1575,7/1/2020,230.95,225.61,232.47,224.33,6310000,2.36
1576,7/2/2020,226.42,230.96,232.04,223.53,7280000,-1.96
1577,7/3/2020,225.12,226.42,228.14,224.77,5200000,-0.57
1578,7/4/2020,229.15,225.09,230.4,224.8,5450000,1.79
1579,7/5/2020,227.98,229.09,229.8,223.79,5410000,-0.51
1580,7/6/2020,241.56,227.95,241.64,227.1,9450000,5.96
